,home_team_goal,away_team_goal,odds-home,odds-draw,odds-away,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,away-wins,away-draws,away-losses,away-goals,away-opposition-goals
1868,1,0,1.95,3.4,3.5,6,2,2,23,14,7,2,1,18,8
1869,1,1,1.62,3.5,5.25,1,6,3,10,13,3,1,6,10,17
1870,0,3,8.5,3.8,1.4,3,3,4,8,18,6,2,2,20,9
1871,1,0,1.95,3.5,3.3,4,1,5,9,11,3,1,6,11,17
1872,3,1,2.2,3.4,2.88,1,4,5,14,19,5,2,3,17,12
1873,3,1,1.8,3.5,4.0,6,2,2,14,7,5,3,2,19,13
1874,2,3,1.55,3.75,5.5,6,3,1,19,10,2,3,5,10,15
1875,1,1,2.15,3.3,3.1,2,2,6,10,14,1,3,6,5,17
1876,2,2,2.1,3.4,3.1,3,3,4,7,11,3,4,3,10,8
1877,1,0,1.36,4.2,8.0,9,1,0,25,3,6,2,2,18,9
1878,2,1,2.25,3.1,3.1,3,3,4,13,11,2,5,3,14,15
1879,0,1,2.0,3.2,3.5,2,2,6,9,18,4,3,3,10,11
1880,0,0,2.2,3.1,3.2,2,2,6,8,14,2,3,5,10,16
1881,1,1,2.2,3.3,3.25,5,2,3,12,12,2,2,6,5,12
1882,3,0,2.1,3.25,3.6,2,0,8,10,18,3,3,4,13,13
1883,1,2,2.5,3.25,2.8,2,1,7,11,17,5,2,3,16,13
1884,0,0,1.8,3.6,4.33,3,2,5,7,13,3,2,5,11,18
1885,1,0,2.1,3.3,3.5,3,3,4,11,18,3,1,6,19,16
1886,3,1,2.0,3.4,3.75,5,0,5,12,14,2,1,7,10,20
1887,3,2,1.73,3.6,4.75,6,1,3,21,19,5,2,3,15,8
1888,3,3,1.33,4.75,9.0,8,1,1,29,8,4,2,4,11,14
1889,3,1,2.0,3.4,3.8,0,4,6,4,14,2,3,5,7,15
1890,0,5,2.75,3.2,2.4,1,3,6,12,18,4,5,1,12,7
1891,3,0,1.3,5.0,10.0,3,3,4,10,11,1,3,6,7,14
1892,3,0,1.33,5.0,9.0,7,1,2,20,9,2,4,4,10,11
1893,3,0,1.95,3.6,3.6,8,0,2,25,13,7,2,1,22,8
1894,1,2,4.33,3.5,1.83,2,1,7,8,18,6,1,3,13,11
1895,2,3,2.05,3.4,3.5,1,3,6,3,13,4,3,3,17,19
1896,2,1,1.3,5.25,10.0,6,3,1,26,7,3,5,2,12,11
1897,0,0,2.37,3.25,3.0,2,6,2,8,10,3,4,3,10,10
1898,1,2,12.0,5.0,1.3,2,2,6,6,17,8,0,2,21,13
1899,2,0,1.95,3.1,4.33,6,1,3,11,9,4,3,3,9,11
1900,2,4,4.2,3.2,1.95,3,0,7,9,18,2,3,5,9,16
1901,0,1,3.6,3.0,2.2,3,3,4,12,13,4,3,3,12,10
1902,2,2,2.25,2.8,3.75,3,2,5,10,13,3,2,5,13,13
1903,0,2,5.0,3.25,1.8,2,3,5,9,11,7,3,0,19,6
1904,1,0,1.8,3.25,4.75,4,3,3,11,12,2,3,5,11,13
1905,3,0,1.72,3.3,5.5,4,1,5,10,13,4,3,3,13,11
1906,0,0,2.2,2.9,3.8,3,5,2,14,9,5,1,4,12,11
1907,1,2,5.5,3.3,1.72,4,4,2,10,7,8,1,1,17,7
1908,3,1,1.44,4.2,7.5,4,1,5,10,15,3,1,6,11,17
1909,1,2,2.4,3.4,2.87,6,0,4,17,10,8,1,1,20,9
1910,0,5,2.62,3.3,2.62,2,4,4,10,15,4,3,3,15,8
1911,0,2,2.2,3.4,3.2,1,5,4,8,14,1,5,4,7,14
1912,0,1,2.3,3.3,3.1,2,1,7,9,20,3,2,5,14,15
1913,2,1,2.1,3.4,3.4,1,4,5,9,13,1,4,5,9,19
1914,2,2,2.05,3.4,3.5,3,3,4,12,14,5,2,3,12,12
1915,0,1,2.2,3.3,3.25,2,3,5,6,12,2,3,5,8,13
1916,1,1,6.5,3.8,1.53,3,4,3,9,10,8,1,1,18,8
1917,3,0,2.0,3.3,3.8,5,1,4,11,13,5,2,3,12,8
1918,0,2,8.0,4.0,1.4,2,2,6,12,19,6,3,1,16,5
1919,0,1,4.33,3.8,1.67,8,2,0,20,6,8,1,1,20,3
1920,3,0,1.33,4.33,8.5,4,3,3,13,8,0,2,8,7,19
1921,1,2,1.53,3.8,5.75,5,2,3,17,14,5,2,3,12,7
1922,1,2,2.6,3.25,2.5,4,1,5,9,12,3,1,6,10,16
1923,4,1,1.44,3.75,7.5,5,0,5,16,19,4,1,5,9,15
1924,1,3,1.91,3.6,3.4,5,1,4,14,10,1,2,7,10,22
1925,1,0,3.75,3.25,1.95,1,3,6,9,21,4,1,5,14,13
1926,0,0,1.67,3.5,6.0,8,0,2,21,13,7,2,1,26,11
1927,2,1,1.83,3.5,4.5,6,2,2,14,9,5,0,5,13,13
1928,3,1,1.73,3.6,5.0,4,4,2,16,8,4,3,3,7,7
1929,1,1,2.5,3.4,2.75,2,2,6,8,18,1,4,5,12,22
1930,0,1,1.91,3.5,4.0,1,3,6,7,15,5,1,4,14,10
1931,1,1,2.2,3.3,3.4,2,4,4,11,13,1,2,7,6,14
1932,2,0,2.2,3.25,3.4,5,2,3,12,9,2,1,7,7,19
1933,3,2,1.25,5.75,11.0,9,0,1,18,7,3,2,5,12,14
1934,2,0,2.25,3.1,3.3,2,2,6,10,13,4,1,5,11,12
1935,0,0,2.3,2.9,3.5,4,2,4,9,13,3,3,4,12,13
1936,1,1,1.62,3.6,6.25,3,3,4,14,13,3,0,7,10,20
1937,1,1,2.15,2.88,4.0,4,3,3,12,12,4,3,3,11,9
1938,1,2,1.53,3.6,7.5,5,2,3,13,10,6,1,3,11,8
1939,2,2,2.4,3.1,3.1,3,2,5,12,17,3,5,2,14,9
1940,5,0,2.0,3.4,3.75,2,4,4,10,13,4,2,4,14,13
1941,0,1,1.25,5.5,12.0,5,1,4,12,13,2,0,8,8,19
1942,6,0,1.44,4.33,7.0,7,1,2,22,11,1,4,5,7,15
1943,2,0,1.25,5.5,12.0,8,1,1,20,10,2,1,7,7,18
1944,1,3,1.57,3.8,6.0,5,2,3,20,8,1,3,6,5,14
1945,0,0,1.73,3.75,4.5,6,1,3,13,11,5,0,5,16,11
1946,2,0,1.8,3.5,4.5,2,1,7,9,18,2,4,4,9,18
1947,0,5,5.5,3.75,1.62,4,3,3,19,21,8,0,2,25,12
1948,2,2,7.0,4.0,1.5,2,4,4,9,14,8,0,2,23,9
1949,4,3,1.25,5.5,12.0,2,5,3,17,23,3,1,6,10,13
1950,2,1,3.6,3.2,2.1,6,2,2,17,8,7,2,1,23,5
1951,1,2,4.75,3.3,1.7,1,5,4,14,17,8,2,0,17,6
1952,1,0,2.3,3.0,3.1,1,3,6,11,21,4,2,4,6,10
1953,1,0,2.4,3.0,2.9,2,4,4,10,15,3,2,5,10,12
1954,0,1,1.8,3.2,4.5,3,0,7,8,20,1,2,7,8,19
1955,3,1,2.0,3.0,4.0,5,3,2,10,9,2,2,6,6,12
1956,1,4,4.5,3.4,1.73,2,3,5,9,12,9,1,0,23,2
1957,2,1,1.25,5.5,12.0,7,2,1,16,8,2,6,2,6,8
1958,1,0,2.25,3.2,3.25,2,4,4,10,11,4,3,3,12,14
1959,3,0,2.25,3.2,3.25,3,4,3,9,9,3,4,3,11,11
1960,0,3,2.62,3.2,2.75,1,3,6,4,12,3,3,4,13,15
1961,0,2,2.1,3.4,3.4,3,3,4,8,11,1,3,6,9,20
1962,1,1,1.85,3.5,4.2,5,2,3,17,14,3,0,7,12,16
1963,3,2,2.25,3.5,3.0,4,2,4,12,15,7,1,2,22,16
1964,0,0,2.88,3.3,2.4,3,2,5,12,15,5,1,4,17,17
1965,0,2,7.0,5.0,1.4,2,3,5,12,16,8,1,1,29,8
1966,2,0,1.3,5.0,11.0,8,1,1,18,7,4,2,4,10,15
1967,1,1,1.62,3.5,6.25,4,2,4,10,10,2,3,5,9,12
1968,1,3,2.3,3.1,3.2,8,2,0,21,6,3,3,4,11,11
1969,1,1,2.2,3.2,3.4,1,2,7,6,16,4,3,3,11,12
1970,1,0,1.33,4.75,9.5,6,1,3,14,11,4,3,3,21,18
1971,2,1,1.8,3.6,4.5,2,4,4,7,16,3,4,3,12,14
1972,1,2,3.1,3.2,2.3,1,5,4,6,11,2,2,6,6,15
1973,2,2,1.25,5.5,12.0,4,5,1,21,14,2,3,5,7,14
1974,3,0,1.2,6.0,15.0,5,4,1,18,9,5,1,4,13,11
1975,2,2,1.62,3.6,6.0,5,2,3,11,9,4,4,2,15,9
1976,2,0,1.57,3.5,7.0,5,1,4,19,15,4,0,6,10,14
1977,2,1,1.91,3.25,4.33,2,1,7,11,20,1,4,5,12,21
1978,1,3,2.5,3.0,2.75,5,5,0,17,6,5,1,4,18,15
1979,1,0,1.62,3.4,5.5,5,2,3,15,10,4,3,3,13,9
1980,0,0,6.5,4.0,1.5,3,5,2,10,9,7,2,1,27,7
1981,2,1,2.4,3.3,2.88,2,1,7,11,22,4,3,3,12,16
1982,1,0,2.2,3.5,3.1,6,1,3,20,18,6,2,2,20,13
1983,1,0,1.62,3.8,5.5,5,2,3,17,9,4,1,5,11,16
1984,2,0,1.6,4.0,5.25,2,4,4,13,16,5,0,5,13,14
1985,2,1,5.25,3.75,1.6,5,3,2,21,15,8,2,0,29,7
1986,3,2,1.8,3.6,4.5,3,0,7,18,16,2,3,5,5,12
1987,1,0,2.38,3.25,3.0,3,3,4,11,17,1,1,8,10,19
1988,3,1,2.1,3.2,3.75,2,4,4,6,12,1,2,7,4,15
1989,1,0,2.5,3.6,2.6,3,0,7,8,16,3,3,4,8,16
1990,1,0,2.75,3.3,2.5,7,0,3,12,8,3,2,5,12,17
1991,1,0,1.25,5.5,13.0,9,0,1,20,9,4,3,3,11,11
1992,0,1,5.5,4.0,1.57,3,1,6,11,19,4,3,3,11,9
1993,1,1,1.6,3.5,6.5,2,2,6,12,17,4,2,4,8,12
1994,3,1,1.33,5.0,9.0,4,2,4,13,11,3,2,5,12,12
1995,1,2,5.5,3.5,1.67,3,4,3,11,9,7,2,1,21,9
1996,0,2,3.2,3.25,2.3,2,4,4,10,12,3,5,2,15,10
1997,3,1,1.57,3.6,6.5,4,3,3,11,12,3,4,3,15,13
1998,2,1,1.73,3.5,5.0,3,1,6,10,14,1,2,7,6,16
1999,2,1,3.75,3.3,2.0,3,4,3,10,10,4,2,4,10,11
2000,2,1,1.67,4.2,4.5,7,1,2,20,10,8,1,1,20,9
2001,2,3,1.83,3.75,4.0,4,1,5,15,11,2,4,4,11,16
2002,5,1,1.4,4.5,7.0,8,0,2,29,12,5,1,4,21,11
2003,2,3,5.0,4.2,1.6,2,3,5,9,20,5,1,4,11,10
2004,2,2,1.62,4.33,4.75,1,3,6,7,21,4,3,3,18,21
2005,1,1,2.1,3.4,3.4,3,0,7,9,18,3,0,7,10,17
2006,3,0,2.38,4.0,2.6,2,1,7,6,17,3,3,4,14,12
2007,1,1,3.75,3.6,1.91,3,2,5,10,17,8,1,1,27,9
2008,4,0,4.5,4.2,1.67,2,3,5,8,14,5,2,3,10,10
2009,3,1,1.8,3.6,4.5,6,1,3,19,13,2,2,6,10,19
2010,3,2,2.1,3.2,3.6,3,2,5,10,12,5,3,2,10,9
2011,1,0,2.7,3.25,2.4,4,3,3,13,8,1,3,6,9,16
2012,2,1,1.83,3.2,4.2,3,2,5,5,11,2,4,4,10,15
2013,1,0,2.3,3.2,3.25,2,1,7,7,17,1,5,4,14,16
2014,2,2,3.0,3.25,2.38,2,2,6,6,13,3,0,7,8,20
2015,1,2,2.0,3.3,3.75,3,3,4,14,14,3,3,4,11,11
2016,0,1,1.91,3.4,4.0,2,3,5,11,13,1,3,6,4,14
2017,0,1,2.2,3.3,3.25,4,3,3,11,13,3,2,5,8,13
2018,1,0,1.67,3.75,5.0,4,2,4,15,16,4,3,3,13,12
2019,0,3,2.8,3.3,2.5,5,0,5,12,14,6,2,2,18,8
2020,1,1,2.5,3.3,2.75,3,3,4,11,17,3,3,4,12,13
2021,1,2,2.38,3.25,3.0,1,3,6,4,13,2,1,7,11,22
2022,0,1,2.1,3.4,3.4,1,1,8,8,17,4,0,6,18,13
2023,1,0,1.67,3.75,5.0,3,1,6,12,15,3,3,4,10,16
2024,0,1,2.0,3.5,3.6,7,2,1,28,9,3,3,4,11,13
2025,3,1,2.25,3.5,3.0,4,2,4,14,17,6,2,2,19,12
2026,1,4,4.0,3.75,1.83,4,1,5,11,15,7,0,3,20,17
2027,4,1,1.33,5.0,10.0,7,2,1,26,11,6,1,3,12,7
2028,3,1,1.53,4.0,6.5,9,1,0,31,6,6,2,2,12,10
2029,2,3,4.0,3.6,1.91,1,2,7,5,16,8,1,1,18,6
2030,2,1,2.25,3.4,3.2,3,3,4,7,10,1,3,6,7,19
2031,1,0,2.3,3.4,3.1,1,4,5,11,21,1,3,6,7,15
2032,1,0,1.73,3.6,5.0,5,0,5,14,14,1,5,4,11,14
2033,0,0,1.83,3.5,4.5,4,1,5,10,17,2,3,5,12,16
2034,0,2,2.1,3.3,3.6,6,1,3,15,9,4,4,2,17,9
2035,0,1,3.0,3.5,2.3,1,3,6,6,13,7,1,2,19,12
2036,1,0,2.1,3.4,3.5,2,1,7,6,19,3,4,3,9,12
2037,0,0,3.2,1.57,6.0,3,5,2,15,11,3,1,6,13,19
2038,2,2,3.1,3.3,2.25,3,3,4,19,18,6,2,2,17,9
2039,2,3,1.8,3.4,4.75,7,2,1,23,5,3,4,3,18,23
2040,2,2,3.25,3.2,2.25,2,4,4,9,14,6,1,3,21,11
2041,3,1,2.25,3.0,3.5,2,1,7,9,17,1,5,4,7,12
2042,0,3,8.5,4.33,1.4,5,0,5,13,14,3,6,1,22,16
2043,2,1,3.2,3.2,2.3,3,3,4,13,16,6,3,1,18,6
2044,2,3,1.4,4.5,7.5,3,1,6,8,16,5,2,3,13,11
2045,1,1,5.0,4.33,1.57,1,4,5,13,21,7,0,3,14,10
2046,1,1,1.5,3.6,6.5,9,1,0,25,3,4,5,1,16,8
2047,3,1,1.67,3.5,4.75,8,2,0,16,5,6,2,2,16,9
2048,2,1,1.95,3.4,3.8,2,5,3,7,10,3,5,2,10,9
2049,0,0,1.22,6.5,11.0,6,3,1,20,7,3,4,3,11,9
2050,0,3,7.0,4.0,1.5,3,4,3,11,13,7,2,1,17,9
2051,1,3,1.5,4.33,6.0,7,0,3,23,18,6,2,2,20,13
2052,0,1,4.75,3.5,1.75,3,2,5,12,13,10,0,0,21,6
2053,0,1,3.2,2.4,3.0,3,3,4,7,12,4,1,5,11,13
2054,3,2,1.45,4.33,6.5,4,3,3,10,9,3,3,4,10,9
2055,1,1,2.75,2.38,3.6,3,4,3,16,15,2,2,6,11,16
2056,4,0,1.45,4.2,7.5,8,1,1,23,10,4,3,3,12,13
2057,2,1,2.8,3.0,2.7,1,2,7,6,16,8,0,2,13,6
2058,0,0,1.62,3.4,6.5,2,3,5,10,14,2,1,7,9,19
2059,0,0,1.44,4.33,7.0,3,2,5,10,13,4,2,4,11,12
2060,4,0,1.45,4.33,6.5,2,2,6,10,17,4,3,3,12,11
2061,0,0,2.25,3.0,3.6,3,5,2,14,10,5,2,3,16,10
2062,2,0,1.36,4.75,8.5,6,1,3,19,14,4,1,5,10,14
2063,3,0,1.25,5.25,13.0,7,0,3,21,16,5,0,5,12,15
2064,1,1,2.0,3.6,3.4,4,3,3,11,10,6,2,2,26,10
2065,2,3,3.4,3.3,2.15,7,1,2,20,11,5,2,3,15,15
2066,4,1,1.33,4.5,10.0,6,2,2,16,11,1,4,5,14,22
2067,4,3,1.44,4.0,8.0,5,3,2,17,8,2,5,3,11,13
2068,6,2,1.75,3.6,4.5,6,2,2,18,10,4,2,4,14,16
2069,2,2,1.8,3.1,5.0,5,2,3,21,13,3,4,3,21,17
2070,0,2,2.5,3.1,2.88,7,1,2,15,9,6,2,2,22,8
2071,3,1,1.3,4.75,12.0,2,2,6,10,19,3,1,6,12,15
2072,2,0,1.36,4.5,8.0,3,6,1,24,16,3,0,7,7,16
2073,3,0,1.62,3.75,5.5,1,5,4,8,13,3,5,2,14,10
2074,1,1,2.25,3.0,3.4,3,2,5,8,17,4,0,6,10,17
2075,3,2,1.65,4.2,4.5,4,3,3,20,24,3,1,6,10,18
2076,3,0,1.91,3.6,3.8,7,1,2,18,5,3,3,4,10,16
2077,2,1,1.33,5.0,8.5,2,1,7,10,21,1,0,9,7,17
2078,1,1,3.3,3.3,2.15,4,0,6,14,13,4,1,5,13,14
2079,0,2,4.2,3.6,1.83,3,3,4,10,12,5,1,4,14,14
2080,2,1,1.7,4.0,4.33,4,2,4,12,13,6,0,4,19,19
2081,1,1,1.83,3.6,4.2,3,3,4,13,14,0,3,7,4,15
2082,0,0,1.5,4.2,6.5,4,3,3,17,15,3,3,4,13,14
2083,1,1,2.3,3.3,2.88,5,2,3,12,10,5,2,3,15,7
2084,0,2,5.75,3.6,1.57,2,2,6,13,20,7,2,1,17,4
2085,4,1,2.3,3.3,2.8,5,1,4,12,12,5,0,5,14,12
2086,1,1,2.9,3.3,2.25,4,1,5,9,12,3,1,6,11,13
2087,3,1,2.9,3.3,2.4,3,3,4,7,18,4,2,4,15,15
2088,0,2,5.5,3.8,1.62,3,2,5,10,16,6,2,2,16,8
2089,3,2,7.5,4.2,1.44,2,3,5,11,13,6,2,2,15,8
2090,1,2,2.5,3.25,2.6,5,2,3,11,8,5,0,5,18,19
2091,1,3,2.88,3.3,2.25,4,0,6,12,17,7,2,1,19,7
2092,2,0,1.62,3.75,5.5,5,3,2,19,13,0,7,3,9,14
2093,1,2,3.1,3.3,2.3,2,3,5,16,19,3,0,7,10,17
2094,0,2,3.75,3.4,2.0,5,1,4,10,10,6,2,2,22,13
2095,1,1,3.6,3.3,2.0,2,2,6,9,14,7,2,1,18,5
2096,2,0,1.95,3.5,3.75,8,0,2,30,10,8,1,1,21,7
2097,4,1,2.5,3.4,2.65,0,6,4,8,15,3,4,3,14,13
2098,2,0,1.25,5.75,11.0,5,2,3,14,11,3,2,5,9,15
2099,3,2,1.3,5.0,10.0,7,2,1,17,4,4,0,6,13,16
2100,2,2,2.2,3.3,3.25,5,3,2,16,6,2,1,7,11,20
2101,1,1,1.75,3.5,4.75,5,0,5,15,15,2,2,6,11,19
2102,0,1,2.0,3.0,4.33,7,0,3,12,8,4,1,5,10,12
2103,0,2,4.75,3.1,1.91,2,3,5,6,13,8,1,1,24,9
2104,2,2,3.75,3.1,2.1,2,2,6,10,15,5,3,2,16,8
2105,1,0,2.3,3.0,3.4,3,3,4,8,10,3,6,1,12,7
2106,0,2,1.91,3.2,4.33,3,2,5,14,16,2,4,4,9,12
2107,1,3,2.2,2.9,3.75,3,3,4,9,13,3,3,4,11,10
2108,1,0,1.62,3.75,5.5,8,1,1,24,6,3,1,6,8,15
2109,2,3,1.4,4.5,8.0,4,1,5,18,16,2,2,6,10,22
2110,1,0,1.8,3.5,4.5,4,2,4,9,14,4,3,3,16,19
2111,1,1,4.2,3.4,1.91,3,3,4,13,17,7,1,2,19,11
2112,1,1,2.63,3.25,2.5,2,4,4,10,13,5,1,4,10,9
2113,2,0,1.5,3.6,7.0,5,0,5,17,19,4,3,3,10,9
2114,2,1,1.44,3.75,7.5,7,2,1,20,8,5,1,4,15,13
2115,1,2,1.67,3.3,5.5,4,3,3,12,11,3,4,3,16,15
2116,3,3,2.2,3.3,3.25,3,1,6,11,15,2,3,5,7,16
2117,0,0,2.8,3.25,2.3,4,1,5,14,16,6,2,2,19,11
2118,1,1,2.55,3.25,2.55,6,2,2,16,7,6,2,2,23,10
2119,1,0,1.53,3.75,5.75,2,4,4,7,14,4,3,3,10,16
2120,0,0,1.53,3.5,6.0,3,0,7,9,17,2,3,5,11,15
2121,0,0,2.1,3.2,3.75,3,1,6,7,15,2,2,6,10,20
2122,3,0,1.29,5.5,10.0,8,2,0,19,4,4,1,5,14,15
2123,1,1,2.5,3.4,2.7,2,2,6,12,20,7,2,1,18,8
2124,2,2,2.4,3.4,2.8,4,0,6,14,16,5,3,2,18,8
2125,2,1,2.9,3.3,2.4,4,1,5,14,14,6,0,4,18,15
2126,1,5,7.0,4.0,1.5,3,2,5,8,13,6,3,1,17,6
2127,0,2,1.67,3.6,5.5,2,4,4,12,19,3,1,6,7,18
2128,1,6,3.2,3.25,2.3,5,3,2,19,9,7,2,1,27,11
2129,0,2,3.6,3.25,2.1,3,2,5,8,16,5,0,5,13,14
2130,0,1,2.25,3.25,3.25,1,5,4,11,13,1,1,8,6,18
2131,0,1,2.63,3.2,2.75,3,3,4,8,12,6,1,3,14,9
2132,2,1,1.17,6.5,21.0,8,1,1,20,8,0,3,7,5,14
2133,1,0,1.33,4.5,12.0,4,4,2,16,10,3,2,5,10,16
2134,4,0,2.25,3.0,3.5,4,3,3,14,10,3,3,4,8,10
2135,3,1,1.62,3.6,6.0,3,4,3,9,7,2,3,5,12,15
2136,2,3,4.0,3.25,2.0,5,1,4,11,10,10,0,0,21,6
2137,3,1,1.91,3.3,4.2,2,6,2,8,7,3,2,5,13,15
2138,1,1,1.62,3.75,5.5,6,2,2,19,12,4,1,5,20,18
2139,1,0,2.0,3.5,3.6,3,3,4,15,15,3,3,4,12,16
2140,4,1,2.05,3.4,3.6,4,2,4,11,12,8,1,1,24,6
2141,1,3,4.75,3.6,1.73,2,1,7,6,16,8,0,2,29,10
2142,1,0,1.75,3.6,4.75,2,4,4,13,16,4,2,4,14,15
2143,2,1,1.83,3.5,4.2,3,2,5,9,16,3,3,4,9,17
2144,0,1,8.0,3.8,1.5,2,3,5,18,21,5,3,2,16,8
2145,1,0,1.62,3.6,6.0,3,6,1,16,9,5,3,2,11,9
2146,1,1,3.6,3.25,2.1,5,2,3,14,11,9,1,0,19,6
2147,4,1,1.2,6.0,15.0,8,2,0,20,8,4,2,4,9,12
2148,1,3,5.0,3.75,1.67,3,4,3,8,10,5,4,1,18,6
2149,3,0,1.85,3.4,4.33,4,3,3,12,10,2,3,5,5,13
2150,2,1,1.83,3.4,4.5,2,5,3,10,11,2,2,6,10,13
2151,1,0,2.5,3.3,2.75,5,1,4,12,10,2,2,6,10,15
2152,2,1,3.2,3.25,2.3,6,1,3,12,12,9,1,0,32,7
2153,1,0,1.73,3.5,5.0,8,1,1,24,9,3,3,4,11,12
2154,1,1,2.5,2.9,3.1,3,3,4,9,10,5,1,4,13,15
2155,3,0,1.44,4.2,7.5,5,1,4,15,9,2,2,6,13,18
2156,2,1,2.3,3.3,3.1,2,4,4,10,18,5,2,3,10,12
2157,4,3,2.38,3.25,3.0,6,3,1,22,8,7,1,2,25,13
2158,1,0,2.63,3.2,2.75,2,4,4,11,14,1,6,3,12,15
2159,1,2,2.0,3.3,4.0,5,2,3,10,8,3,1,6,8,15
2160,0,1,3.4,3.3,2.15,2,4,4,11,14,5,3,2,17,10
2161,1,1,1.44,4.0,8.0,6,1,3,20,13,0,5,5,9,16
2162,1,1,8.0,4.0,1.44,4,3,3,12,8,9,1,0,26,4
2163,0,0,3.0,3.0,2.5,3,1,6,9,17,4,2,4,13,13
2164,2,0,2.25,3.3,3.1,2,4,4,10,16,2,5,3,9,8
2165,1,3,6.5,4.0,1.53,2,1,7,6,16,8,1,1,21,9
2166,1,5,3.75,3.5,2.0,0,2,8,5,15,6,1,3,12,12
2167,4,0,1.25,5.5,13.0,8,1,1,29,8,6,1,3,12,8
2168,1,1,1.25,5.5,12.0,7,3,0,22,6,5,1,4,12,10
2169,0,0,2.5,3.25,2.8,3,3,4,12,16,5,1,4,16,9
2170,0,2,3.75,3.25,1.91,5,4,1,20,9,8,2,0,20,4
2171,4,1,1.5,3.8,6.5,6,3,1,18,9,3,2,5,9,13
2172,1,3,1.85,3.4,4.0,2,2,6,10,14,5,1,4,16,14
2173,4,1,1.17,7.0,19.0,7,2,1,29,12,2,2,6,6,13
2174,2,1,2.1,3.25,3.75,2,1,7,7,18,3,2,5,8,14
2175,1,0,2.6,3.25,2.8,0,2,8,6,19,1,5,4,10,11
2176,0,5,6.5,4.0,1.53,2,1,7,6,18,8,1,1,17,5
2177,0,3,4.0,3.2,2.0,6,0,4,10,9,4,4,2,14,9
2178,2,1,2.35,3.0,3.3,2,3,5,12,15,5,3,2,18,9
2179,2,0,2.1,3.0,4.0,3,3,4,8,13,2,5,3,14,16
2180,1,1,3.0,3.0,2.5,5,2,3,14,13,8,1,1,22,9
2181,2,3,3.6,3.0,2.2,2,2,6,8,17,3,4,3,10,7
2182,1,1,2.38,3.4,2.9,7,1,2,22,9,7,1,2,21,10
2183,0,0,2.2,3.4,3.2,2,1,7,7,17,2,2,6,11,23
2184,1,1,3.3,3.25,2.2,3,2,5,12,16,7,1,2,15,9
2185,1,2,3.75,3.25,2.05,4,1,5,10,13,6,2,2,19,7
2186,1,3,1.57,3.75,5.5,4,2,4,14,13,1,3,6,15,22
2187,0,1,2.15,3.1,3.3,3,3,4,10,17,2,3,5,10,14
2188,1,1,2.3,3.1,3.0,4,3,3,10,10,4,4,2,13,7
2189,1,2,1.67,3.4,4.75,8,2,0,18,7,4,5,1,15,7
2190,1,3,2.6,3.3,2.63,3,2,5,6,16,2,5,3,11,12
2191,0,0,3.2,3.25,2.25,2,1,7,11,15,3,4,3,11,14
2192,0,3,2.75,3.3,2.5,2,3,5,5,15,2,4,4,8,13
2193,3,1,2.1,3.3,3.5,2,4,4,14,15,5,3,2,14,8
2194,2,2,1.33,4.5,8.5,5,0,5,16,15,2,3,5,12,19
2195,0,1,2.75,3.1,2.5,3,1,6,11,17,1,3,6,9,18
2196,1,2,3.1,3.25,2.38,4,2,4,10,11,6,1,3,16,13
2197,0,2,6.5,3.8,1.57,6,1,3,12,8,9,1,0,24,9
2198,4,0,1.5,3.75,7.5,10,0,0,23,8,3,4,3,9,9
2199,1,1,2.0,3.1,4.2,2,3,5,9,13,3,5,2,11,8
2200,3,0,1.4,4.5,7.5,3,2,5,17,18,3,3,4,12,19
2201,2,4,1.83,3.6,4.2,8,0,2,27,10,4,2,4,14,13
2202,1,0,2.4,3.3,2.9,2,2,6,12,19,5,2,3,10,11
2203,1,2,2.5,3.2,2.88,3,0,7,12,17,3,4,3,21,17
2204,3,2,2.4,3.2,3.0,6,2,2,19,12,5,2,3,21,24
2205,1,0,1.29,5.25,11.0,3,6,1,22,15,2,5,3,11,13
2206,1,0,1.83,3.4,4.5,3,0,7,7,15,1,5,4,12,17
2207,2,1,2.15,3.25,3.5,4,3,3,18,13,2,4,4,10,12
2208,3,1,1.4,4.5,6.5,7,3,0,26,10,3,1,6,7,16
2209,0,2,3.0,3.25,2.2,2,4,4,9,15,5,2,3,20,11
2210,0,0,1.17,6.0,13.0,6,1,3,25,17,4,2,4,10,12
2211,4,0,1.44,3.8,7.5,5,3,2,17,10,3,4,3,12,12
2212,0,1,3.6,3.25,1.85,3,3,4,10,12,5,2,3,19,13
2213,3,0,1.36,4.33,7.5,8,2,0,23,4,5,3,2,15,10
2214,1,0,1.83,3.3,4.33,0,5,5,9,16,3,2,5,6,11
2215,1,0,2.1,3.1,3.4,4,2,4,7,10,2,2,6,7,17
2216,1,2,5.25,3.6,1.67,2,5,3,9,9,9,1,0,22,7
2217,1,3,1.44,4.2,8.0,8,1,1,28,8,2,4,4,11,19
2218,2,0,1.95,3.1,3.8,2,3,5,9,17,1,4,5,5,12
2219,1,2,2.5,3.25,2.8,2,1,7,7,17,4,4,2,17,10
2220,3,4,2.2,3.4,3.2,2,4,4,10,16,4,2,4,15,14
2221,1,0,4.2,3.4,1.8,2,4,4,12,18,7,2,1,21,9
2222,1,3,2.8,3.2,2.38,2,1,7,9,20,5,2,3,12,9
2223,2,1,2.2,3.3,3.5,8,1,1,20,4,7,2,1,30,12
